,result,table,_start,_stop,_time,_value,_field,_measurement,device
4240,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.324713+00:00,39.1,temperature,sensor_metrics,battery-01
4241,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.325648+00:00,30.2,temperature,sensor_metrics,battery-01
4242,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.326578+00:00,35.8,temperature,sensor_metrics,battery-01
4243,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.327431+00:00,31.1,temperature,sensor_metrics,battery-01
4244,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.328323+00:00,34.3,temperature,sensor_metrics,battery-01
4245,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.329225+00:00,43.8,temperature,sensor_metrics,battery-01
4246,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.330246+00:00,41.6,temperature,sensor_metrics,battery-01
4247,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.331219+00:00,38.4,temperature,sensor_metrics,battery-01
4248,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.332219+00:00,45.0,temperature,sensor_metrics,battery-01
4249,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.334048+00:00,45.1,temperature,sensor_metrics,battery-01
4250,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.335545+00:00,48.2,temperature,sensor_metrics,battery-01
4251,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.336690+00:00,36.9,temperature,sensor_metrics,battery-01
4252,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.337679+00:00,38.3,temperature,sensor_metrics,battery-01
4253,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.338646+00:00,48.6,temperature,sensor_metrics,battery-01
4254,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.339612+00:00,40.6,temperature,sensor_metrics,battery-01
4255,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.340577+00:00,35.3,temperature,sensor_metrics,battery-01
4256,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.341535+00:00,42.2,temperature,sensor_metrics,battery-01
4257,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.342472+00:00,38.0,temperature,sensor_metrics,battery-01
4258,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.343395+00:00,45.7,temperature,sensor_metrics,battery-01
4259,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.344269+00:00,30.5,temperature,sensor_metrics,battery-01
4260,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.345171+00:00,36.2,temperature,sensor_metrics,battery-01
4261,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.346079+00:00,39.8,temperature,sensor_metrics,battery-01
4262,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.346941+00:00,34.5,temperature,sensor_metrics,battery-01
4263,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.347836+00:00,48.6,temperature,sensor_metrics,battery-01
4264,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.348784+00:00,43.2,temperature,sensor_metrics,battery-01
4265,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.350737+00:00,37.8,temperature,sensor_metrics,battery-01
4266,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.351970+00:00,35.7,temperature,sensor_metrics,battery-01
4267,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.353050+00:00,31.9,temperature,sensor_metrics,battery-01
4268,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.353941+00:00,34.0,temperature,sensor_metrics,battery-01
4269,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.354871+00:00,31.6,temperature,sensor_metrics,battery-01
4270,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.355898+00:00,43.3,temperature,sensor_metrics,battery-01
4271,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.357050+00:00,44.5,temperature,sensor_metrics,battery-01
4272,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.357945+00:00,31.8,temperature,sensor_metrics,battery-01
4273,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.358801+00:00,47.7,temperature,sensor_metrics,battery-01
4274,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.359694+00:00,43.1,temperature,sensor_metrics,battery-01
4275,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.360613+00:00,44.3,temperature,sensor_metrics,battery-01
4276,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.361499+00:00,41.8,temperature,sensor_metrics,battery-01
4277,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.362393+00:00,33.6,temperature,sensor_metrics,battery-01
4278,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.363296+00:00,47.3,temperature,sensor_metrics,battery-01
4279,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.364203+00:00,32.5,temperature,sensor_metrics,battery-01
4280,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.365082+00:00,42.9,temperature,sensor_metrics,battery-01
4281,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.366548+00:00,46.4,temperature,sensor_metrics,battery-01
4282,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.367916+00:00,32.7,temperature,sensor_metrics,battery-01
4283,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.368972+00:00,39.9,temperature,sensor_metrics,battery-01
4284,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.369903+00:00,31.9,temperature,sensor_metrics,battery-01
4285,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.371016+00:00,36.9,temperature,sensor_metrics,battery-01
4286,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.371888+00:00,49.8,temperature,sensor_metrics,battery-01
4287,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.372715+00:00,45.6,temperature,sensor_metrics,battery-01
4288,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.373728+00:00,46.1,temperature,sensor_metrics,battery-01
4289,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.374577+00:00,34.9,temperature,sensor_metrics,battery-01
4290,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.375425+00:00,42.4,temperature,sensor_metrics,battery-01
4291,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.376332+00:00,49.7,temperature,sensor_metrics,battery-01
4292,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.377268+00:00,47.5,temperature,sensor_metrics,battery-01
4293,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.378184+00:00,39.4,temperature,sensor_metrics,battery-01
4294,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.379018+00:00,47.5,temperature,sensor_metrics,battery-01
4295,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.379900+00:00,42.7,temperature,sensor_metrics,battery-01
4296,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.380792+00:00,46.4,temperature,sensor_metrics,battery-01
4297,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.381726+00:00,39.8,temperature,sensor_metrics,battery-01
4298,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.382846+00:00,41.8,temperature,sensor_metrics,battery-01
4299,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.384229+00:00,34.5,temperature,sensor_metrics,battery-01
4300,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.385180+00:00,34.2,temperature,sensor_metrics,battery-01
4301,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.386114+00:00,34.3,temperature,sensor_metrics,battery-01
4302,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.387015+00:00,31.5,temperature,sensor_metrics,battery-01
4303,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.387878+00:00,36.5,temperature,sensor_metrics,battery-01
4304,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.388707+00:00,46.2,temperature,sensor_metrics,battery-01
4305,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.389553+00:00,30.6,temperature,sensor_metrics,battery-01
4306,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.390438+00:00,34.6,temperature,sensor_metrics,battery-01
4307,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.391280+00:00,44.4,temperature,sensor_metrics,battery-01
4308,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.392138+00:00,44.6,temperature,sensor_metrics,battery-01
4309,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.393013+00:00,40.4,temperature,sensor_metrics,battery-01
4310,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.393812+00:00,48.8,temperature,sensor_metrics,battery-01
4311,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.394704+00:00,48.1,temperature,sensor_metrics,battery-01
4312,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.398389+00:00,39.6,temperature,sensor_metrics,battery-01
4313,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.403633+00:00,30.4,temperature,sensor_metrics,battery-01
4314,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.406116+00:00,35.8,temperature,sensor_metrics,battery-01
4315,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.407896+00:00,40.9,temperature,sensor_metrics,battery-01
4316,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.409204+00:00,37.1,temperature,sensor_metrics,battery-01
4317,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.410209+00:00,42.3,temperature,sensor_metrics,battery-01
4318,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.411312+00:00,31.8,temperature,sensor_metrics,battery-01
4319,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.412241+00:00,44.4,temperature,sensor_metrics,battery-01
4320,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.413328+00:00,33.6,temperature,sensor_metrics,battery-01
4321,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.414246+00:00,44.6,temperature,sensor_metrics,battery-01
4322,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.415107+00:00,49.7,temperature,sensor_metrics,battery-01
4323,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.416046+00:00,47.0,temperature,sensor_metrics,battery-01
4324,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.417641+00:00,41.2,temperature,sensor_metrics,battery-01
4325,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.418883+00:00,32.9,temperature,sensor_metrics,battery-01
4326,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.419919+00:00,31.6,temperature,sensor_metrics,battery-01
4327,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.420747+00:00,44.0,temperature,sensor_metrics,battery-01
4328,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.421643+00:00,34.7,temperature,sensor_metrics,battery-01
4329,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.422566+00:00,46.3,temperature,sensor_metrics,battery-01
4330,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.423436+00:00,48.6,temperature,sensor_metrics,battery-01
4331,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.424342+00:00,37.3,temperature,sensor_metrics,battery-01
4332,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.425276+00:00,41.5,temperature,sensor_metrics,battery-01
4333,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.426121+00:00,41.3,temperature,sensor_metrics,battery-01
4334,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.426970+00:00,30.9,temperature,sensor_metrics,battery-01
4335,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.427854+00:00,46.1,temperature,sensor_metrics,battery-01
4336,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.428721+00:00,45.7,temperature,sensor_metrics,battery-01
4337,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.429571+00:00,47.2,temperature,sensor_metrics,battery-01
4338,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.430432+00:00,30.3,temperature,sensor_metrics,battery-01
4339,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.431344+00:00,34.8,temperature,sensor_metrics,battery-01
4340,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.432170+00:00,35.7,temperature,sensor_metrics,battery-01
4341,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.433431+00:00,39.2,temperature,sensor_metrics,battery-01
4342,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.434895+00:00,36.8,temperature,sensor_metrics,battery-01
4343,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.435938+00:00,36.3,temperature,sensor_metrics,battery-01
4344,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.436849+00:00,44.3,temperature,sensor_metrics,battery-01
4345,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.437757+00:00,35.0,temperature,sensor_metrics,battery-01
4346,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.438647+00:00,41.4,temperature,sensor_metrics,battery-01
4347,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.439579+00:00,38.9,temperature,sensor_metrics,battery-01
4348,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.440700+00:00,42.6,temperature,sensor_metrics,battery-01
4349,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.441573+00:00,39.4,temperature,sensor_metrics,battery-01
4350,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.442419+00:00,45.6,temperature,sensor_metrics,battery-01
4351,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.443276+00:00,30.7,temperature,sensor_metrics,battery-01
4352,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.444131+00:00,36.7,temperature,sensor_metrics,battery-01
4353,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.445259+00:00,43.5,temperature,sensor_metrics,battery-01
4354,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.446146+00:00,47.5,temperature,sensor_metrics,battery-01
4355,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.446974+00:00,33.7,temperature,sensor_metrics,battery-01
4356,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.447898+00:00,33.8,temperature,sensor_metrics,battery-01
4357,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.448825+00:00,36.4,temperature,sensor_metrics,battery-01
4358,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.450175+00:00,48.1,temperature,sensor_metrics,battery-01
4359,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.452782+00:00,36.2,temperature,sensor_metrics,battery-01
4360,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.453858+00:00,35.6,temperature,sensor_metrics,battery-01
4361,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.454773+00:00,30.2,temperature,sensor_metrics,battery-01
4362,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.455870+00:00,38.9,temperature,sensor_metrics,battery-01
4363,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.456952+00:00,49.2,temperature,sensor_metrics,battery-01
4364,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.458275+00:00,36.7,temperature,sensor_metrics,battery-01
4365,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.459315+00:00,49.1,temperature,sensor_metrics,battery-01
4366,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.460330+00:00,35.1,temperature,sensor_metrics,battery-01
4367,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.461284+00:00,35.1,temperature,sensor_metrics,battery-01
4368,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.462170+00:00,48.6,temperature,sensor_metrics,battery-01
4369,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.463080+00:00,48.6,temperature,sensor_metrics,battery-01
4370,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.463981+00:00,36.3,temperature,sensor_metrics,battery-01
4371,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.464810+00:00,45.4,temperature,sensor_metrics,battery-01
4372,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.465738+00:00,31.4,temperature,sensor_metrics,battery-01
4373,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.466578+00:00,30.8,temperature,sensor_metrics,battery-01
4374,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.468066+00:00,42.6,temperature,sensor_metrics,battery-01
4375,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.469258+00:00,31.6,temperature,sensor_metrics,battery-01
4376,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.470312+00:00,43.2,temperature,sensor_metrics,battery-01
4377,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.471259+00:00,39.8,temperature,sensor_metrics,battery-01
4378,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.472156+00:00,36.3,temperature,sensor_metrics,battery-01
4379,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.473047+00:00,43.5,temperature,sensor_metrics,battery-01
4380,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.474021+00:00,43.6,temperature,sensor_metrics,battery-01
4381,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.474973+00:00,41.6,temperature,sensor_metrics,battery-01
4382,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.475896+00:00,42.8,temperature,sensor_metrics,battery-01
4383,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.476771+00:00,38.1,temperature,sensor_metrics,battery-01
4384,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.477610+00:00,44.5,temperature,sensor_metrics,battery-01
4385,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.478489+00:00,44.9,temperature,sensor_metrics,battery-01
4386,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.479618+00:00,30.0,temperature,sensor_metrics,battery-01
4387,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.480549+00:00,46.2,temperature,sensor_metrics,battery-01
4388,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.481367+00:00,49.7,temperature,sensor_metrics,battery-01
4389,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.482398+00:00,42.6,temperature,sensor_metrics,battery-01
4390,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.483671+00:00,33.7,temperature,sensor_metrics,battery-01
4391,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.484609+00:00,34.6,temperature,sensor_metrics,battery-01
4392,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.485626+00:00,48.1,temperature,sensor_metrics,battery-01
4393,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.486477+00:00,41.6,temperature,sensor_metrics,battery-01
4394,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.487330+00:00,37.9,temperature,sensor_metrics,battery-01
4395,_result,0,2025-04-22 20:23:27.299156+00:00,2025-04-22 21:23:27.299156+00:00,2025-04-22 21:23:02.488179+00:00,33.0,temperature,sensor_metrics,battery-01
